
 LIST ALL SELECTED NODES.   DSYS=      0

    NODE        X             Y             Z           THXY     THYZ     THZX
     5141   21846.        65.454        9.4416          0.00     0.00     0.00
     5142   21855.        65.529        9.4416          0.00     0.00     0.00
     5143   21864.        65.602        9.4416          0.00     0.00     0.00
     5144   21873.        65.672        9.4416          0.00     0.00     0.00
     5145   21882.        65.739        9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     5146   21891.        65.804        9.4416          0.00     0.00     0.00
     5147   21900.        65.867        9.4416          0.00     0.00     0.00
     5148   21909.        65.927        9.4416          0.00     0.00     0.00
     5149   21918.        65.984        9.4416          0.00     0.00     0.00
     5150   21927.        66.040        9.4416          0.00     0.00     0.00
     5151   21936.        66.092        9.4416          0.00     0.00     0.00
     5152   21945.        66.143        9.4416          0.00     0.00     0.00
     5153   21954.        66.190        9.4416          0.00     0.00     0.00
     5154   21963.        66.236        9.4416          0.00     0.00     0.00
     5155   21972.        66.279        9.4416          0.00     0.00     0.00
     5156   21981.        66.319        9.4416          0.00     0.00     0.00
     5157   21990.        66.357        9.4416          0.00     0.00     0.00
     5158   21999.        66.393        9.4416          0.00     0.00     0.00
     5159   22008.        66.426        9.4416          0.00     0.00     0.00
     5160   22017.        66.457        9.4416          0.00     0.00     0.00
     5161   22026.        66.485        9.4416          0.00     0.00     0.00
     5162   22035.        66.511        9.4416          0.00     0.00     0.00
     5163   22044.        66.534        9.4416          0.00     0.00     0.00
     5164   22053.        66.555        9.4416          0.00     0.00     0.00
     5165   22062.        66.573        9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     5166   22071.        66.589        9.4416          0.00     0.00     0.00
     5167   22080.        66.603        9.4416          0.00     0.00     0.00
     5168   22089.        66.614        9.4416          0.00     0.00     0.00
     5169   22098.        66.622        9.4416          0.00     0.00     0.00
     5170   22107.        66.628        9.4416          0.00     0.00     0.00
     5171   22116.        66.632        9.4416          0.00     0.00     0.00
     5172   22125.        66.633        9.4416          0.00     0.00     0.00
     5173   22134.        66.632        9.4416          0.00     0.00     0.00
     5174   22143.        66.628        9.4416          0.00     0.00     0.00
     5175   22152.        66.622        9.4416          0.00     0.00     0.00
     5176   22161.        66.614        9.4416          0.00     0.00     0.00
     5177   22170.        66.603        9.4416          0.00     0.00     0.00
     5178   22179.        66.589        9.4416          0.00     0.00     0.00
     5179   22188.        66.573        9.4416          0.00     0.00     0.00
     5180   22197.        66.555        9.4416          0.00     0.00     0.00
     5181   22206.        66.534        9.4416          0.00     0.00     0.00
     5182   22215.        66.511        9.4416          0.00     0.00     0.00
     5183   22224.        66.485        9.4416          0.00     0.00     0.00
     5184   22233.        66.457        9.4416          0.00     0.00     0.00
     5185   22242.        66.426        9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     5186   22251.        66.393        9.4416          0.00     0.00     0.00
     5187   22260.        66.357        9.4416          0.00     0.00     0.00
     5188   22269.        66.319        9.4416          0.00     0.00     0.00
     5189   22278.        66.279        9.4416          0.00     0.00     0.00
     5190   22287.        66.236        9.4416          0.00     0.00     0.00
     5191   22296.        66.190        9.4416          0.00     0.00     0.00
     5192   22305.        66.143        9.4416          0.00     0.00     0.00
     5193   22314.        66.092        9.4416          0.00     0.00     0.00
     5194   22323.        66.040        9.4416          0.00     0.00     0.00
     5195   22332.        65.984        9.4416          0.00     0.00     0.00
     5196   22341.        65.927        9.4416          0.00     0.00     0.00
     5197   22350.        65.867        9.4416          0.00     0.00     0.00
     5198   22359.        65.804        9.4416          0.00     0.00     0.00
     5199   22368.        65.739        9.4416          0.00     0.00     0.00
     5200   22377.        65.672        9.4416          0.00     0.00     0.00
     5201   22386.        65.602        9.4416          0.00     0.00     0.00
     5202   22395.        65.529        9.4416          0.00     0.00     0.00
     5203   22404.        65.454        9.4416          0.00     0.00     0.00
     5204   22413.        65.377        9.4416          0.00     0.00     0.00
     5205   22422.        65.297        9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     5206   22431.        65.215        9.4416          0.00     0.00     0.00
     5207   22440.        65.130        9.4416          0.00     0.00     0.00
     5208   22449.        65.043        9.4416          0.00     0.00     0.00
     5209   22458.        64.954        9.4416          0.00     0.00     0.00
     5210   22467.        64.862        9.4416          0.00     0.00     0.00
     5211   22476.        64.767        9.4416          0.00     0.00     0.00
     5212   22485.        64.670        9.4416          0.00     0.00     0.00
     5213   22494.        64.571        9.4416          0.00     0.00     0.00
     5214   22503.        64.469        9.4416          0.00     0.00     0.00
     5215   22512.        64.365        9.4416          0.00     0.00     0.00
     5216   22521.        64.258        9.4416          0.00     0.00     0.00
     5217   22530.        64.149        9.4416          0.00     0.00     0.00
     5218   22539.        64.037        9.4416          0.00     0.00     0.00
     5219   22548.        63.923        9.4416          0.00     0.00     0.00
     5220   22557.        63.807        9.4416          0.00     0.00     0.00
     5221   22566.        63.688        9.4416          0.00     0.00     0.00
     5222   22575.        63.566        9.4416          0.00     0.00     0.00
     5223   22584.        63.442        9.4416          0.00     0.00     0.00
     5224   22593.        63.316        9.4416          0.00     0.00     0.00
     5225   22602.        63.187        9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     5226   22611.        63.056        9.4416          0.00     0.00     0.00
     5227   22620.        62.922        9.4416          0.00     0.00     0.00
     5228   22629.        62.786        9.4416          0.00     0.00     0.00
     5229   22638.        62.647        9.4416          0.00     0.00     0.00
     5230   22647.        62.506        9.4416          0.00     0.00     0.00
     5231   22656.        62.362        9.4416          0.00     0.00     0.00
     5232   22665.        62.216        9.4416          0.00     0.00     0.00
